,id,comment,contents
102,  서에릭,13과 13프로에서 실사용에 체감되는 결정적인 차이는 바로 120hz죠 저도 이거 하나 때문에  이번에 13프로 사서 쓰고있습니다 앞으로 출시될 아이폰 일반모델에 만약 120hz가 장착된다면 전 굳이 프로는 안살거 같네요,ITSub
103,  jaegon kim,예리한 비교분석 감사합니다~!!,ITSub
104,  제미키두,잇섭님 생각에는 14가 출시할때도 일반모델은 프로모션 디스플레이를 지원 안할 것 같다고 생각하시는지 궁금합니다,ITSub
105,  이승현,"7플러스 중고로 받아 쓰다가 드뎌 13 구매했는데!! 겁나 좋습니다 13 완전 추천해요 화질, 배터리 👍🏻 특히 배터리 최고",ITSub
106,  김성환,애플유저는 아니지만 참고하기에는 정말 좋은 영상인거 같습니다,ITSub
107,  최지인,13프로를 선택한 이유는 한가지.. 시에라블루 색상이 개인적으로 너무 제 취향,ITSub
108,  멀꼬라보니,역시 형 영상보면 답이나오지! 항상 잘 보고있습니다! 진짜 시에라블루 너무 이쁜듯요 실제로 보고 반해서 12pro 사용중이지만 13pro 신청해버렷으ㅠ,ITSub
109,  하이브,카메라의 크기만을 놓고 단순히 본다면업그레이드된 더 두꺼운 인덕션이 생겼군요..,ITSub
110,  유유,방금 잇섭님 영상보면서 든 생각인데 다음 아이폰 14에서 pro급부터 c타입을 지원할것 같다는 생각이 쎄하게 듭니다...,ITSub
111,  리뷰남 노치,"프로모델 구입해서 너무 잘 사용하고 있습니다. 카메라도 정말 만족스럽고, 120Hz 크흐~ 아싸라비아 입니다. 배터리도 오래가서 충전스트레스에서 해방되었네요. ㅋ",ITSub
112,  Elisyn Park,저는 일반 유저인데 욕심에 아이폰12 프로맥스 512G를 샀다가 무게 때문에 심각하게 후회한 적이 있습니다... 결국 손목에 통증이 와서 다른 폰으로 바꿨구요. 꼭 심사숙고해서 본인에게 맞는 시리즈로 사시길... 기능이 좋아도 본인이 안 쓰면 돈 더 쓰는 의미가 없습니다 ㅠㅠ 저는 카메라도 잘 안쓰는데 제가 왜 그랬었는지...ㅎㅎ;;,ITSub
113,  민지minji,영상 보니깐 프로 너무 사고 싶은데이미 핑크에 빠져버렸고케이스랑 악세사리까지 미리 구입해버려서….🤣근데 프로 넘 갖고 싶네요🥲11프로보단 13이 났겠죠🤣🤣,ITSub
114,  로컬체험 성수얌(SeongSooYam) V-LOGER,역시 애플의 미묘한 급나누기를 포착하신 잇섭형!,ITSub
115,  북한산육각이,"6:19갤럭시에서 아이폰으로 넘어왔는데 가변 주사율 한번 보고 싶어서 위, 아래로 넘기다가 뚝 뚝 끊기는 순간이 있어서 바로 잇섭님 채널로 확인하러 왔어요. 아직 최적화가 더 필요한가 보네요.항상 유익한 영상 감사합니다.",ITSub
116,  돼람이,둘 다 갖고싶당.. 색상 넘나 이쁜것❣️,ITSub
117,  kj h,지금 해외에서 폰 잃어버려서 아이폰 매장 보고 왔는데 진짜 아이폰 13은 실물을 봐야 함. 영상으로 봤을때랑 실물로 봤을때 천지 차이... 갤럭시 s 사려다 아이폰 13 실물 보고 아이폰쪽으로 마음 기울어짐....,ITSub
118,  KxxSubni,xs max에서 시블 13프로맥스로 갔는데 차이가 어마무시하네요,ITSub
119,  동동,잇섭님 궁금한게있는데 프로 시리즈는 256기가랄 128기가랑 다르다고하는데 뭔 차이인가요?? 용량차이말고 4k?? 이게있던데 어려워서 여쭤봅니다,ITSub
120,  밀키웨이,애플이 묘하게 120Hz 디스플레이 같은 걸로 수를 잘 뒀단 말이죠...,ITSub
121,  RM UCLV14,성능 카메라 크게 상관하지 않는다는걸 알면서도 120hz 때문에 프로가 끌린다..,ITSub
122,  사회악페미들,"벌써부터 이러면 안되지만 14에 또 기대를 걸고 있어요.. 12,13은 음....너무 재탕 느낌이랄까요그래도 앱등이라 그런지 사긴 사고싶네요...",ITSub
123,  Crisper9,사전예약 보면 확실히 13프로가 인기있는듯,ITSub
124,  Heavy_Grips.Korea.manage,좀 뜬금없는 질문이긴 한데 성능이나 전체적인 부분에서  맥북 프로 2018 터치바 모델이 더 좋아요 아니면 맥북 에어 m1이 좋아요??,ITSub
125,  JL Hong,굉장히 디테일 하시다~~ 고퀄 정보 감사합니다~^^,ITSub
126,  Pong!,잇섭 리뷰는 진짜 전문성이 느껴진다... 프로같음...,ITSub
127,  SeungHyun Ryu,12미니 썼었는데 생각보다 더 작았어서 이번에 프로로 갈아탔어요 전 만족합니다 ㅋㅋㅋ 혹시 프로모션 디스플레이 지원하는 패드 기종은 어떤게 있을까요?,ITSub
128,  우기세상,전 13프로 사용해 보니까 프로모션 기능 바로 느껴지던걸요 12프로 보다 부드럽고 타자까지 잘 쳐지는 체감 입니다,ITSub
129,  ㅇㅇ,"와 시에라블루 진짜 예쁘당... 확실히 아이폰은 마감이랑 후면 디자인은 최고네요. 이제 노치 갖다 버리고, 베젤 줄이고, 지문인식 지원하고, 애플페이 도입에 괴랄한 카메라 렌즈 크기만 어떻게 좀 줄여주면 무조건 갤럭시에서 아이폰으로 갈아탄다",ITSub
130,  isquare ikim,궁금했던내용 자세히 설명해 주셔서 감사합니다. 영상 잘 봤습니다.,ITSub
131,  Tae hyeon O,"120hz 때문에 프로사서 사용중인데, 선택 잘 한거같아요 화면이 정말 부드럽다고 느껴질정도로 좋습니다",ITSub
132,  Justin Ohn,삼성도 코랄 블루 색상 재출시하면 레전드일텐데 ㄷㄷ,ITSub
133,  장대양봉,기존 갖고 있던 맥세이프 제품 예를 들면 그립톡. 거치형 충전기 등을 그대로 사용가능하겠죠?,ITSub
134,  쏘쏘,아이폰8에서 13pro로 갈아탔어요 ㅠㅠ 진짜 너무 만족합니다 ..🤍 애플 사랑해❤️,ITSub
135,  은,"아직도 6s 쓰지만 진짜 고민됩니다 주로 게임과 영상, 책보는 용도지만 진짜 무게과 갑툭튀땜에 프로는 애매하고 그렇다고 일반가자니 굳이 13을? 가성비로 11,12로 가서 조금더 버텨볼까 고민됩니다",ITSub
136,  문라워,애플이 항상 디스플레이로 급나누기를 잘해서 이쪽에 신경이 쓰인다면 항상 고급을 선택할 수밖에 없었죠아니 요즘 시대에 hd급의 ppi를?이아니 요즘 시대에 60헤르츠 주사율을?로 바뀐 것뿐...그런 의미에선 지난 12가 그런게 없어서 의외긴 했죠,ITSub
137,  while (1),항상 잇섭님 영상으로 대리만족 느끼는 나..,ITSub
138,  햄버거033,"핸드폰의 사용성, 편리함을 추구하는 사람들은 13핸드폰의 성능, 카메라를 중점으로 두는 사람들은 프로가 맞을거같네요",ITSub
139,  니코로코,Xs쓰다가 이번에 13pro를 사게됐는데 120hz가 되느냐 안 되느냐의 차이는 정말 하늘과 땅 차이입니다 여러분ㄷㄷ 다시 Xs를 썼을때의 역체감 정말 큽니다 120hz만 바라보고 폰을 바꿔도 후회하지않을 이번 pro라인업 입니다,ITSub
140,  김상혁,8을 4년 째 쓰고 있는데...아무래도 이번도 한번 거를거 같네요. 지문인식 포기 못하겠어요 ㅋㅋ 노치도 여전히 마음에 안 들고...잇섭님 영상 보고 지갑을 아낄 수 있게 됐습니다. 그런데 미니6는 살듯...ㅋㅋㅋ 언제 구매 가능해질까요,ITSub
141,  J,좋은 정보 진짜 많이 주셨는데.. 솔직히ㅋㅋㅋ 아직도 색 때문에 고민중ㅋㅋ 아.. 시에라블루도.. 딸기우유도 버릴 수 없어..ㅠㅠ,ITSub
142,  구리상우,이걸 보니 14 기다려야겠네요~ 깔끔한 비교 감사합니다!,ITSub
143,  Haelin Kim,13프로랑 13프로맥스 중에 고민하다가 13프로 샀는데 크기가 좀 아쉬워요 ㅠㅠㅠ 제품을 보고 샀으면 맥스를 샀을 것 같아요. 무게는 걱정 많이 했는데 생각보다 거슬리지 않더라구요,ITSub
144,  다니엘,이번에 아이폰X에서 아이폰 13pro 로 바꾸려고 사전예약 했는데 물량이 없어서 못 받고 있습니다. 기다리는 동안 잇섭님 영상보니 더 기대가 되네요. 좋은 영상 감사합니다!,ITSub
145,  다슬기,개인적으로 이번 시리즈는 배터리가 강점이라고 생각,ITSub
146,  bow king,200만 미리 축하드립니다 테크충으로써 항상 잘 보고 있습니다 이번엔 일반으로 기변을 ^.^,ITSub
147,  김세진,예전 7+ 였나 썼었는데 그동안 안드로이드만 쓰다가 애플쓸라니 뭔가 많이 불편했었는데.... 혹시 겨울철 배터리 급감현상&방전 현상은 고쳐졌나요 ??? 각진 깻잎통을 보자니 애플에 한번더 도전을 해보고싶네요,ITSub
148,  H.W N,진짜 매장가서 보니까 시블은 색감 아주좋아서 간신히 참았어요 ㅠㅠ제가 12프로 사용유저로써 아직 그파도 현역중 현역이라 생각합니다 ㅎㅎ 근데 13프로 왕눈이세개눈 뭐임;;,ITSub
149,  전다옹,프로 써보니까 무겁긴 진짜 무거워요…케이스까지 끼면 더더욱 체감되고…한손으로 폰들면 손목이 아플지경.. 카메라도 많이 커서 ㄹㅇ 버블 붙어있는 느낌ㅋㅋㅋㅋ근데 시에라 블루 색이 너무너무 예쁘고 120hz 넘 만족스러워서 그런게 다 용서가 됩니다,ITSub
150,  써니_SUNNY,아까 실물 보고왔는데 카메라가 엄청 크더군요ㅋㅋㅋ사진은 정말 좋아요!!,ITSub
151,  퓨포카,요번에 핸드폰관련직으로 취직을 하게 됬는데 잇섭님 영상보고 잘 배워가요 감사합니다!!,ITSub
152,  GW P,현실적인 이야기네요. 좋은 리뷰 감사합니다.,ITSub
153,  BOTTLE ship,갤럭시 유저가 보긴에는 아이폰이 색하나는 진짜 잘뽑아내는거 같음,ITSub
154,  져니,테크 크게 관심없었는데 말하시는거랑 인트로가 너무 재밌어서 점점 관심 확장즁ㅋㅋㅋㅋㅋㅋㅋ 너무재밌어요!!,ITSub
155,  소굥,7에서 13으로 갈아탑니다 👍🏻❤️ ㅠㅠㅠ 덕분에 증맬르 도움이 되었어용 ㅎㅎ,ITSub
156,  ᅳ위대한 뚝배기,120Hz와 5코어 GPU때문에 아이폰을 굳이 고르라면 13Pro를 살 거 같네요,ITSub
157,  criseton,13을 사서 써보니 전에 쓰던 폰보다 확실히 무겁더라구요 13도 무거운데 13pro는 또 얼마나 무거울지....ㅋㅋㅋ,ITSub
158,  앗뿌뿌뿌에,"xs에서 13넘어가니깐 카메라 차이가ㄷㄷ xs는 1,2배 였는데 13은 0.5 1배율 카메라라 조금만 가까이가도 흐려지는거때문에 접사가있는 13프로가 살짝 눈에 밟히기도ㅠㅠㅠ13미니 핑크도 엄청 만족스럽지만 1.5배더주고 접사를 하기엔 하지만 전라인업 ois센서탑재에 가격그대로는 ㄹㅇ 신의한수",ITSub
159,  꼰화,13 카메라 랜즈가 엄청 크긴하죠.. 공차에 펄 같음... ㅋㅋ13.13미니 핑크 색상도 잘나왔더라구요!,ITSub
160,  D S,진짜 영상 배경 너무 이쁨.. 정보 면에서도 가장 최고입니다,ITSub
161,  탸탸,아이폰8에서 13도 괜찮겠지 하고 넘어왔는데 2주 써보니 풍경사진 찍는 걸 좋아하는 저한텐 13프로가 더 좋았을 것 같네요ㅠㅠㅠㅜ 이미 바꿀 수 없는데도 이 영상 보면서 매일 후회중이에요…ㅠㅠ,ITSub
162,  The Family Man,"아이폰x, xs 이후로 지갑 열만한 매력은 점점 더 사라져가고 있다고 생각합니다.",ITSub
163,  서효진,핑크색 땜에 13 주문해놓구 프로에 대한 아쉬움이 살짝 있었어요 ㅠㅠ13과 13프로 둘 차이를 알고 싶었는데 유튭 키자마자 이렇게 나오다니??!!!!!!!! 항상 유익한 정보 알려주셔서 감사합니다🙂,ITSub
164,  Evilspirit7,세계적으로 반도체 물량이 적어서 품절현상이일어나는게 아닐까요? 판매량을 보셔야할것같습니다. 지금 그래픽카드도 기피브랜드 상관없이 품절이잖아요,ITSub
165,  스윗제이,12pro 쓰는중인데 고민하지 말고 그냥 ipad mini6 이나 기다려야겠네요 영상 감사합니다🥰,ITSub
166,  강승우,이번 13프로는 카메라섬때문에 기존 맥세이프 충전기 호환이 잘안된다고 하던데 벨킨3in1 사용에 문제없을지가 궁금합니다..!,ITSub
167,  Jongseong Ha,12pro사용자는 팔고 13pro가는게 이득입니다 1년 더 버티면 폰가격 방어 안되죠^^ 일반인이 가격적 측면에서만 본다면 매년 바꾸는게 2년마다 바꾸는 것보다 이익인듯싶네요.... 전11pro-12pro-13pro로 바꿨는데 11pro사용 하는 친구넘은 13pro로 못가네요 투자비용이 너무 커서....,ITSub
168,  태움. 기존 생각을 태우다,인트로에 많은 의미가 담겨있네요 🙏🙏13:21 프로에서 USB 2.0은 진짜 이건 선 넘음 😠😠,ITSub
169,  ᄋ_ᄋ,7플러스 쓰고 있는데 뭘로 바꿀지 생각 중이였는데 잇섭님 덕분에 13으로 갈아탈 마음을 가지게 되었써요 !!,ITSub
170,  호야놈 업어키우기 HOYA,폰으로 그렇게 대단한걸 할만큼 우리 소비자는 진화하지 않았다..,ITSub
171,  HB SJ,120hz만 보고 프로로 구매하긴했는데카메라섬 때문에 왠만한 무선충전기랑 다 간섭이 있네요.충전이 안되는건 아닌데 공간이 떠서 개인적으로는 거슬림...13일반 모델은 크기는 같고 갯수차이만 나는줄 알았는데 그게 아니었군요.,ITSub
172,  라면킬러,마지막 미니 모델인 13미니로 가려고 했으나(현재 사용중인 11프로도 무거워서...ㅠㅠ) 막강한 카메라에 굴복하여 13프로 배송 기다리고 있네요^^,ITSub
173,  문병현,어제 아이폰13 스타라이트 개통해서 사용중인데 만족하고 사용하고 있습니다 특히 색상이 이뻐서 아주 만족스럽습니다ㅎ 제가 찾아보고 들은거로는 베이지색이랑 조금 섞여있다 이런 말이 있었는데 실물 보니깐 그냥 화이트색상입니다(베이지색 안보임),ITSub
174,  스눞,성능은 모르겠고 색깔이 너무 이뻐서 프로갖고 싶다ㅜㅜ,ITSub
175,  도메스틱,역시 프로모션때문에 갈려버렸네요 ㅋㅋㅋㅋㅋ 아쉬운점 몇개때문에 14존버 해봅니다,ITSub
176,  작심삼초,6s+를 5년이나 질리도록 써 온 저로선 프로보다 그냥 13을 사도 괜찮을 것 같네요? 근데 솔직히 무게 때문에 스트레스 많이 받아서 최대한 가벼운 거 쓰고 싶음ㅜㅜㅜ,ITSub
177,  우쥬like,이 리뷰 기다렸습니다.  11pro 썼는데 이번에 고민이었는데 영상보고 13으로 가기로 했습니다.,ITSub
178,  MR. BAE,와 정말 큰 도움이 되었습니다감사합니다~^^,ITSub
179,  민트초코냉면밥,12 프로 쓰면서 망원도 종종 잘 쓰고 있는데13 프로는 왜 망원을 3배 넣는지 조금 의아스럽네요.2배는 은근히 쓸 일 많은데 3배는 그 정도면 그냥 디지털줌으로 해결하지 굳이 광학적으로 해야하나 싶은...그리고 무게가 너무 부담스러워 진 것 같습니다 ㅋㅋ어찌보면 12 프로 산 게 잘 한 것 같아요. 프로 패드 쓰면서 아이폰 써도 상대적으로 화면이 작아서인지 역체감이 생각보다 안 들기도 하고요.,ITSub
180,  채가,13프로랑 일반 고민하다가 일반샀네요 만족합니다그나저나 잇섭님 곧 200만 ㄷ ㄷ ㄷ,ITSub
181,  fly me to the moon,ㄹㅇ 애플은 폰이 세련되고 이쁜듯;; 다떠나서 지금 8플 쓰는데 아직도 이쁨 ㅋㅋ,ITSub
182,  Dennis Sorm,4:29 솔직히 붕 뜨지만 사용못할정도는 아니고 12 프맥이나 12 프로에서 잘 쓰던 제품이면 13 프로에서도 그대로 쓰셔도 됩니다. 저도 충전 안되나 떨어지나 싶었는데 문제없이 잘쓰고 있어요.,ITSub
